Title,Country,Publication_Year,Long_Lat,Level_1 ,Level_1_Interaction,Level_2,Level_2_Interaction,Study_Treatment,Soil_Depth_Increment,MAP,MAT,Mean_annual_evapotranspiration,Mean_annual_precipitation,Mean_annual_temperature,Elevation,Plot_sample_size,Sample_number,Plot_size,Study_start_t0,Study_end_tx,Study_duration,Indicators included,Soil_Depth_Increment,MAP,MAT,Mean_annual_evapotranspiration,Mean_annual_precipitation ,Mean_annual_temperature,Elevation ,Plot_sample_size,Sample_number,Plot_size ,Study_start_t0,Study_end_tx,Study_duration ,Indicators included,OC_t0,OC_t0_SD,OC_tx,OC_tx_SD,OM_t0,OM_t0_SD,OM_tx,OM_tx_SD,BD_t0,BD_t0_SD,BD_tx,BD_tx_SD,SOC_stock_t0,SOC_stock_t0_SD,SOC_stock_tx,SOC_stock_tx_SD,SOC_stock_absDelta,SOC_stock_percDelta,SOC_abs_delta_annualized,OC_absDelta,OC_percDelta,OM_absDelta,OM_percDelta,Dominant_Veg,Soil_Texture,Sand,Animal_Category,Animal_Size_Class,Animal_type,Study_quality,Reviewer,Comment ,Comment_2,Outlier
Effects of grazing intensity and prescribed fire on soil physical and hydrological properties and pasture yield in the savanna woodlands of Burkina Faso,Burkina Faso,2007,"-2.7, 12.2167",Grazing management,Fire management,Control,,"Control: Very heavy grazing (8 Animal Unit Day (AUD) -ha, no fire",0-10,841,28,,,,300,10,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",0-10,841,28,,,,300,10.00,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",,,12,,,,,,,,1.5,,,,18,,,,,,,,,,"Lixisols, silty-clay",30.9,domestic,,Cattle,Good,Jasper,,,0
Effects of grazing intensity and prescribed fire on soil physical and hydrological properties and pasture yield in the savanna woodlands of Burkina Faso,Burkina Faso,2007,"-2.7, 12.2167",Grazing management,,Decrease in grazing intensity,,"No grazing, annual early fire (end of rainy season Oct-Nov) (Control)",0-10,841,28,,,,300,10,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",0-10,841,28,,,,300,10.00,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",,,17,,,,,,,,1.4,,,,23.8,,2.8,13.33333333,,2,13.33333333,,,,"Lixisols, silty-clay",14.4,domestic,,Cattle,Good,Jasper,,,0
Effects of grazing intensity and prescribed fire on soil physical and hydrological properties and pasture yield in the savanna woodlands of Burkina Faso,Burkina Faso,2007,"-2.7, 12.2167",Grazing management,,Decrease in grazing intensity,,"Light grazing (2 Animal Unit Day (AUD) -ha, annual early fire (end of rainy season Oct-Nov)",0-10,841,28,,,,300,10,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",0-10,841,28,,,,300,10.00,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",,,17,,,,,,,,1.4,,,,23.8,,2.8,13.33333333,,2,13.33333333,,,,"Lixisols, silty-clay",12.7,domestic,,Cattle,Good,Jasper,,,0
Effects of grazing intensity and prescribed fire on soil physical and hydrological properties and pasture yield in the savanna woodlands of Burkina Faso,Burkina Faso,2007,"-2.7, 12.2167",Grazing management,,Decrease in grazing intensity,,"Moderate grazing (4 Animal Unit Day (AUD) -ha, annual early fire (end of rainy season Oct-Nov)",0-10,841,28,,,,300,10,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",0-10,841,28,,,,300,10.00,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",,,19,,,,,,,,1.4,,,,26.6,,5.6,26.66666667,,4,26.66666667,,,,"Lixisols, silty-clay",10,domestic,,Cattle,Good,Jasper,,,0
Effects of grazing intensity and prescribed fire on soil physical and hydrological properties and pasture yield in the savanna woodlands of Burkina Faso,Burkina Faso,2007,"-2.7, 12.2167",Grazing management,,Decrease in grazing intensity,,"Heavy grazing (6 Animal Unit Day (AUD) -ha, annual early fire (end of rainy season Oct-Nov)",0-10,841,28,,,,300,10,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",0-10,841,28,,,,300,10.00,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",,,17,,,,,,,,1.4,,,,23.8,,2.8,13.33333333,,2,13.33333333,,,,"Lixisols, silty-clay",9,domestic,,Cattle,Good,Jasper,,,0
Effects of grazing intensity and prescribed fire on soil physical and hydrological properties and pasture yield in the savanna woodlands of Burkina Faso,Burkina Faso,2007,"-2.7, 12.2167",Grazing management,,Control,,"Very heavy grazing (8 Animal Unit Day (AUD) -ha, annual early fire (end of rainy season Oct-Nov)",0-10,841,28,,,,300,10,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",0-10,841,28,,,,300,10.00,4,2500,,2003,,"OC, clay, fine silt, silt, find sand, sand, C tot, N, K, P, Ca, Mg, pH, density",,,15,,,,,,,,1.4,,,,21,,,,,,,,,,"Lixisols, silty-clay",10,domestic,,Cattle,Good,Jasper,,,0
Negative effects of cattle on soil carbon and nutrient pools reversed by megaherbivores,Kenya,2020,"36.8667, 0.2833",Restoration & Rewilding,,Exclosure,,no_large_herbivores,0-15,550,,,,,1800,18,6,40000,01/1995,07/2015,246,"Bulk density, C, N, P (under and outside the canopy of A. drepanolobium)",0-15,550,,,,,1800,18.00,6,40000,01/1995,07/2015,246,"Bulk density, C, N, P (under and outside the canopy of A. drepanolobium)",,,,,,,,,,,,,,,19.65323384,,5.2316713,36.27672997,,NA,NA,,,,Vertisols,,,,,,Raqib,,,0
Negative effects of cattle on soil carbon and nutrient pools reversed by megaherbivores,Kenya,2020,"36.8667, 0.2833",Restoration & Rewilding,Restoration & Rewilding,Exclosure,Rewilding ,wild_mesoherbivores,0-15,550,,,,,1800,18,6,40000,01/1995,07/2015,246,"Bulk density, C, N, P (under and outside the canopy of A. drepanolobium)",0-15,550,,,,,1800,18.00,6,40000,01/1995,07/2015,246,"Bulk density, C, N, P (under and outside the canopy of A. drepanolobium)",,,,,,,,,,,,,,,19.43079646,,5.00923392,34.73433552,,-0.22243738,-1.144767176,,,,Vertisols,,,,,,Raqib,,,0
Negative effects of cattle on soil carbon and nutrient pools reversed by megaherbivores,Kenya,2020,"36.8667, 0.2833",Restoration & Rewilding,Restoration & Rewilding,Exclosure,Rewilding ,wild_mega_and_mesoherbivores,0-15,550,,,,,1800,18,6,40000,01/1995,07/2015,246,"Bulk density, C, N, P (under and outside the canopy of A. drepanolobium)",0-15,550,,,,,1800,18.00,6,40000,01/1995,07/2015,246,"Bulk density, C, N, P (under and outside the canopy of A. drepanolobium)",,,,,,,,,,,,,,,24.78930966,,10.36774712,71.89059501,,5.13607582,20.71891428,,,,Vertisols,,,,,,Raqib,,,0
Negative effects of cattle on soil carbon and nutrient pools reversed by megaherbivores,Kenya,2020,"36.8667, 0.2833",Restoration & Rewilding,,Control,,only_cattle (control),0-15,550,,,,,1800,18,6,40000,01/1995,07/2015,246,"Bulk density, C, N, P (under and outside the canopy of A. drepanolobium)",0-15,550,,,,,1800,18.00,6,40000,01/1995,07/2015,246,"Bulk density, C, N, P (under and outside the canopy of A. drepanolobium)",,,,,,,,,,,,,,,14.77647824,,,,,-4.8767556,-33.00350409,,,,Vertisols,,,,,,Raqib,,,0
Negative effects of cattle on soil carbon and nutrient pools reversed by megaherbivores,Kenya,2020,"36.8667, 0.2833",Restoration & Rewilding,,Rewilding ,,wild_mesoherbivores_and_cattle,0-15,550,,,,,1800,18,6,40000,01/1995,07/2015,246,"Bulk density, C, N, P (under and outside the canopy of A. drepanolobium)",0-15,550,,,,,1800,18.00,6,40000,01/1995,07/2015,246,"Bulk density, C, N, P (under and outside the canopy of A. drepanolobium)",,,,,,,,,,,,,,,14.42156254,,0,0,,-5.2316713,-36.27672997,,,,Vertisols,,,,,,Raqib,,,0
Negative effects of cattle on soil carbon and nutrient pools reversed by megaherbivores,Kenya,2020,"36.8667, 0.2833",Restoration & Rewilding,,Rewilding ,,wild_mega_and_mesoherbivores_and_cattle,0-15,550,,,,,1800,18,6,40000,01/1995,07/2015,246,"Bulk density, C, N, P (under and outside the canopy of A. drepanolobium)",0-15,550,,,,,1800,18.00,6,40000,01/1995,07/2015,246,"Bulk density, C, N, P (under and outside the canopy of A. drepanolobium)",,,,,,,,,,,,,,,25.58413546,,11.16257292,77.4019659,,5.93090162,23.18195051,,,,Vertisols,,,,,,Raqib,,,0
Fire and herbivory drive fungal and bacterial communities through distinct above- and belowground mechanisms,South Africa,2021,"31.77, -24.99",Restoration & Rewilding,Fire management,Control,,Herbivory (30 Large Stock Unit -ha) with fire once every 5 years in June-Oct (control) - site 1,0-20,560,22,,,,200,5,10,,2002,Mar-18,192,,0-20,560,22,,,,200,5.00,10,,2002,Mar-18,192,,,,14.8,4.1,,,,,,,1.44,0.12,,,42.624,,,,,,,,,,Eutric Regosols - riparian,80,domestic,,Cattle,Good,Jasper,,,0
Fire and herbivory drive fungal and bacterial communities through distinct above- and belowground mechanisms,South Africa,2021,"31.77, -24.99",Restoration & Rewilding,,Exclosure ,,No herbivory with fire once every 5 years in June-Oct - site 1,0-20,560,22,,,,200,5,10,,2002,Mar-18,192,,0-20,560,22,,,,200,5.00,10,,2002,Mar-18,192,,,,20.2,4.5,,,,,,,1.27,0.13,,,51.308,,0,0,,0,0,,,,Eutric Regosols - riparian,67,domestic,,Cattle,Good,Jasper,,,0
Fire and herbivory drive fungal and bacterial communities through distinct above- and belowground mechanisms,South Africa,2021,"31.77, -24.99",Fire management,,Fire suppression,,"Herbivory (30 Large Stock Unit -ha), no fire - site 1",0-20,560,22,,,,200,5,10,,2002,Mar-18,192,,0-20,560,22,,,,200,5.00,10,,2002,Mar-18,192,,,,15.8,5.6,,,,,,,1.32,0.13,,,41.712,,-9.596,-18.70273642,,-4.4,-21.78217822,,,,Eutric Regosols - riparian,72,domestic,,Cattle,Good,Jasper,,,0
Fire and herbivory drive fungal and bacterial communities through distinct above- and belowground mechanisms,South Africa,2021,"31.77, -24.99",Restoration & Rewilding,Fire management,Exclosure ,Fire suppression,"No herbivory, no fire - site 1",0-20,560,22,,,,200,5,10,,2002,Mar-18,192,,0-20,560,22,,,,200,5.00,10,,2002,Mar-18,192,,,,14.4,3.4,,,,,,,1.27,0.09,,,36.576,,-14.732,-28.71287129,,-5.8,-28.71287129,,,,Eutric Regosols - riparian,72,domestic,,Cattle,Good,Jasper,,,0
Fire and herbivory drive fungal and bacterial communities through distinct above- and belowground mechanisms,South Africa,2021,"31.77, -24.99",Restoration & Rewilding,Fire management,Control,,Herbivory (30 Large Stock Unit -ha) with fire once every 5 years in June-Oct (control) - site 2,0-20,560,22,,,,200,5,10,,2002,Mar-18,192,,0-20,560,22,,,,200,5.00,10,,2002,Mar-18,192,,,,10,4.8,,,,,,,1.44,0.08,,,28.8,,,,,,,,,,Eutric Regosols - crest,88,domestic,,Cattle,Good,Jasper,,,0
Fire and herbivory drive fungal and bacterial communities through distinct above- and belowground mechanisms,South Africa,2021,"31.77, -24.99",Restoration & Rewilding,,Exclosure ,,No herbivory with fire once every 5 years in June-Oct - site 2,0-20,560,22,,,,200,5,10,,2002,Mar-18,192,,0-20,560,22,,,,200,5.00,10,,2002,Mar-18,192,,,,7.5,0.9,,,,,,,1.44,0.09,,,21.6,,0,0,,0,0,,,,Eutric Regosols - crest,88,domestic,,Cattle,Good,Jasper,,,0
Fire and herbivory drive fungal and bacterial communities through distinct above- and belowground mechanisms,South Africa,2021,"31.77, -24.99",Fire management,,Fire suppression,,"Herbivory (30 Large Stock Unit -ha), no fire - site 2",0-20,560,22,,,,200,5,10,,2002,Mar-18,192,,0-20,560,22,,,,200,5.00,10,,2002,Mar-18,192,,,,5.6,1.5,,,,,,,1.55,0.05,,,17.36,,-4.24,-19.62962963,,-1.9,-25.33333333,,,,Eutric Regosols - crest,92,domestic,,Cattle,Good,Jasper,,,0
Fire and herbivory drive fungal and bacterial communities through distinct above- and belowground mechanisms,South Africa,2021,"31.77, -24.99",Restoration & Rewilding,Fire management,Exclosure ,Fire suppression,"No herbivory, no fire - site 2",0-20,560,22,,,,200,5,10,,2002,Mar-18,192,,0-20,560,22,,,,200,5.00,10,,2002,Mar-18,192,,,,5.7,2.1,,,,,,,1.48,0.05,,,16.872,,-4.728,-21.88888889,,-1.8,-24,,,,Eutric Regosols - crest,88,domestic,,Cattle,Good,Jasper,,,0
Fire and herbivory drive fungal and bacterial communities through distinct above- and belowground mechanisms,South Africa,2021,"31.44, -23.75",Restoration & Rewilding,Fire management,Control,,Herbivory (20 Large Stock Unit -ha) with fire once every 5 years in June-Oct (control) - site 3,0-20,400,23,,,,253,5,10,,2002,Mar-18,192,,0-20,400,23,,,,253,5.00,10,,2002,Mar-18,192,,,,7.1,2.9,,,,,,,1.34,0.09,,,19.028,,,,,,,,,,Ferric Luvisols - riparian,84,domestic,,Cattle,Good,Jasper,,,0
Fire and herbivory drive fungal and bacterial communities through distinct above- and belowground mechanisms,South Africa,2021,"31.44, -23.75",Restoration & Rewilding,,Exclosure ,,No herbivory with fire once every 5 years in June-Oct - site 3,0-20,400,23,,,,253,5,10,,2002,Mar-18,192,,0-20,400,23,,,,253,5.00,10,,2002,Mar-18,192,,,,16,3.1,,,,,,,0.97,0.11,,,31.04,,0,0,,0,0,,,,Ferric Luvisols - riparian,67,domestic,,Cattle,Good,Jasper,,,0
Fire and herbivory drive fungal and bacterial communities through distinct above- and belowground mechanisms,South Africa,2021,"31.44, -23.75",Fire management,,Fire suppression,,"Herbivory (20 Large Stock Unit -ha), no fire - site 3",0-20,400,23,,,,253,5,10,,2002,Mar-18,192,,0-20,400,23,,,,253,5.00,10,,2002,Mar-18,192,,,,6.4,4.4,,,,,,,1.41,0.1,,,18.048,,-12.992,-41.8556701,,-9.6,-60,,,,Ferric Luvisols - riparian,86,domestic,,Cattle,Good,Jasper,,,0
Fire and herbivory drive fungal and bacterial communities through distinct above- and belowground mechanisms,South Africa,2021,"31.44, -23.75",Restoration & Rewilding,Fire management,Exclosure ,Fire suppression,"No herbivory, no fire - site 3",0-20,400,23,,,,253,5,10,,2002,Mar-18,192,,0-20,400,23,,,,253,5.00,10,,2002,Mar-18,192,,,,14.2,2.6,,,,,,,1.16,0.11,,,32.944,,1.904,6.134020619,,-1.8,-11.25,,,,Ferric Luvisols - riparian,65,domestic,,Cattle,Good,Jasper,,,0
Fire and herbivory drive fungal and bacterial communities through distinct above- and belowground mechanisms,South Africa,2021,"31.44, -23.75",Restoration & Rewilding,Fire management,Control,,Herbivory (20 Large Stock Unit -ha) with fire once every 5 years in June-Oct (control) - site 4,0-20,400,23,,,,253,5,10,,2002,Mar-18,192,,0-20,400,23,,,,253,5.00,10,,2002,Mar-18,192,,,,6.1,1.6,,,,,,,1.56,0.06,,,19.032,,,,,,,,,,Ferric Luvisols - crest,85,domestic,,Cattle,Good,Jasper,,,0
Fire and herbivory drive fungal and bacterial communities through distinct above- and belowground mechanisms,South Africa,2021,"31.44, -23.75",Restoration & Rewilding,,Exclosure ,,No herbivory with fire once every 5 years in June-Oct - site 4,0-20,400,23,,,,253,5,10,,2002,Mar-18,192,,0-20,400,23,,,,253,5.00,10,,2002,Mar-18,192,,,,5.6,1.3,,,,,,,1.43,0.08,,,16.016,,0,0,,0,0,,,,Ferric Luvisols - crest,85,domestic,,Cattle,Good,Jasper,,,0
Fire and herbivory drive fungal and bacterial communities through distinct above- and belowground mechanisms,South Africa,2021,"31.44, -23.75",Fire management,,Fire suppression,,"Herbivory (20 Large Stock Unit -ha), no fire - site 4",0-20,400,23,,,,253,5,10,,2002,Mar-18,192,,0-20,400,23,,,,253,5.00,10,,2002,Mar-18,192,,,,6.9,2.2,,,,,,,1.56,0.13,,,21.528,,5.512,34.41558442,,1.3,23.21428571,,,,Ferric Luvisols - crest,83,domestic,,Cattle,Good,Jasper,,,0
Fire and herbivory drive fungal and bacterial communities through distinct above- and belowground mechanisms,South Africa,2021,"31.44, -23.75",Restoration & Rewilding,Fire management,Exclosure ,Fire suppression,"No herbivory, no fire - site 4",0-20,400,23,,,,253,5,10,,2002,Mar-18,192,,0-20,400,23,,,,253,5.00,10,,2002,Mar-18,192,,,,6.6,2.6,,,,,,,1.5,0.11,,,19.8,,3.784,23.62637363,,1,17.85714286,,,,Ferric Luvisols - crest,86,domestic,,Cattle,Good,Jasper,,,0
Fire and herbivory drive fungal and bacterial communities through distinct above- and belowground mechanisms,South Africa,2021,"29.67, -30.40",Restoration & Rewilding,Fire management,Control,,Herbivory with fire (control) - site 5,0-20,820,16,,,,840,5,6,252,1950,Dec-17,804,,0-20,820,16,,,,840,5.00,6,252,1950,Dec-17,804,,,,29.3,4.2,,,,,,,1.04,0.13,,,60.944,,,,,,,,,,Dystric Regosols,44,domestic,,Cattle,Good,Jasper,,,0
Fire and herbivory drive fungal and bacterial communities through distinct above- and belowground mechanisms,South Africa,2021,"29.67, -30.40",Restoration & Rewilding,,Exclosure ,,No herbivory with fire - site 5,0-20,820,16,,,,840,5,6,252,1950,Dec-17,804,,0-20,820,16,,,,840,5.00,6,252,1950,Dec-17,804,,,,29,2.8,,,,,,,1.12,0.11,,,64.96,,0,0,,0,0,,,,Dystric Regosols,43,domestic,,Cattle,Good,Jasper,,,0
Fire and herbivory drive fungal and bacterial communities through distinct above- and belowground mechanisms,South Africa,2021,"29.67, -30.40",Fire management,,Fire suppression,,"Herbivoy, no fire - site 5",0-20,820,16,,,,840,5,6,252,1950,Dec-17,804,,0-20,820,16,,,,840,5.00,6,252,1950,Dec-17,804,,,,32.6,4.5,,,,,,,1.05,0.02,,,68.46,,3.5,5.387931034,,3.6,12.4137931,,,,Dystric Regosols,47,domestic,,Cattle,Good,Jasper,,,0
Fire and herbivory drive fungal and bacterial communities through distinct above- and belowground mechanisms,South Africa,2021,"29.67, -30.40",Restoration & Rewilding,Fire management,Exclosure ,Fire suppression,"No herbivory, no fire - site 5",0-20,820,16,,,,840,5,6,252,1950,Dec-17,804,,0-20,820,16,,,,840,5.00,6,252,1950,Dec-17,804,,,,33.7,3.9,,,,,,,1.22,0.18,,,82.228,,17.268,26.58251232,,4.7,16.20689655,,,,Dystric Regosols,37,domestic,,Cattle,Good,Jasper,,,0
Fire and herbivory drive fungal and bacterial communities through distinct above- and belowground mechanisms,South Africa,2021,"29.00, -29.00",Grazing management,Fire management,Control,,Herbivory (55 Large Stock Unit -ha) with fire (control),0-20,1075,15,,,,1890,5,6,625,1980,Jan-18,456,,0-20,1075,15,,,,1890,5.00,6,625,1980,Jan-18,456,,,,78,6.3,,,,,,,0.66,0.04,,,102.96,,,,,,,,,,Rhodic Acrisols,40,domestic,,Cattle,Good,Jasper,,,0
Fire and herbivory drive fungal and bacterial communities through distinct above- and belowground mechanisms,South Africa,2021,"29.00, -29.00",Restoration & Rewilding,,Exclosure ,,No herbivory with fire,0-20,1075,15,,,,1890,5,6,625,1980,Jan-18,456,,0-20,1075,15,,,,1890,5.00,6,625,1980,Jan-18,456,,,,93.5,5.1,,,,,,,0.56,0.03,,,104.72,,0,0,,0,0,,,,Rhodic Acrisols,40,domestic,,Cattle,Good,Jasper,,,0
Fire and herbivory drive fungal and bacterial communities through distinct above- and belowground mechanisms,South Africa,2021,"29.00, -29.00",Restoration & Rewilding,Fire management,Exclosure ,Fire suppression,"No hebivory, no fire",0-20,1075,15,,,,1890,5,6,625,1980,Jan-18,456,,0-20,1075,15,,,,1890,5.00,6,625,1980,Jan-18,456,,,,81.3,9.9,,,,,,,0.63,0.05,,,102.438,,-2.282,-2.179144385,,-12.2,-13.04812834,,,,Rhodic Acrisols,43,domestic,,Cattle,Good,Jasper,,,0
Grasses continue to trump trees at soil carbon sequestration following herbivore exclusion in a semiarid African savanna,Kenya,2018,"37.883331, 0.283333",Restoration & Rewilding,,Exclosure ,,Enclosure 17 years (all hebivores > 2 kg exluded) - site 1,0-30,633,,,,,,3,10,100,1999,2017,216,,0-30,633,,,,,,3.00,10,100,1999,2017,216,,,,,,,,,,,,,,,,58.9,2.53,20.5,53.39,,,,,,,Sandy red loam soils,74.3,domestic,,Cattle,Good,Jasper,,,0
Grasses continue to trump trees at soil carbon sequestration following herbivore exclusion in a semiarid African savanna,Kenya,2019,"37.883331, 0.283333",Restoration & Rewilding,,Control,,Adjacent land natural grazing (control) - site 1,0-30,633,,,,,,3,10,100,1999,2017,216,,0-30,633,,,,,,3.00,10,100,1999,2017,216,,,,,,,,,,,,,,,,38.4,1.6,,,,,,,,,Sandy red loam soils,74.3,domestic,,Cattle,Good,Jasper,,,0
Grasses continue to trump trees at soil carbon sequestration following herbivore exclusion in a semiarid African savanna,Kenya,2020,"37.883331, 0.283333",Restoration & Rewilding,,Exclosure ,,Enclosure 17 years (all hebivores > 2 kg exluded) - site 2,0-15,633,,,,,,3,10,100,1999,2017,216,,0-15,633,,,,,,3.00,10,100,1999,2017,216,,11.4,0.7,15.1,0.9,,,,,,,,,,,,,,,,3.7,32.5,,,,Sandy red loam soils,74.3,domestic,,Cattle,Good,Jasper,,,0
Grasses continue to trump trees at soil carbon sequestration following herbivore exclusion in a semiarid African savanna,Kenya,2020,"37.883331, 0.283333",Restoration & Rewilding,,Control,,Adjacent land natural grazing (control) - site 2,0-15,633,,,,,,3,10,100,1999,2017,216,,0-15,633,,,,,,3.00,10,100,1999,2017,216,,9.3,0.4,9.3,0.5,,,,,,,,,,,,,,,,,,,,,Sandy red loam soils,74.3,domestic,,Cattle,Good,Jasper,,,0
Grasses continue to trump trees at soil carbon sequestration following herbivore exclusion in a semiarid African savanna,Kenya,2020,"37.883331, 0.283333",Restoration & Rewilding,,Exclosure ,,Enclosure 17 years (all hebivores > 2 kg exluded) - site 3,0-5,633,,,,,,3,10,100,1999,2017,216,,0-5,633,,,,,,3.00,10,100,1999,2017,216,,,,15.2,1,,,,,,,,,,,,,,,,5.1,50.5,,,,Sandy red loam soils,74.3,domestic,,Cattle,Good,Jasper,,,0
Grasses continue to trump trees at soil carbon sequestration following herbivore exclusion in a semiarid African savanna,Kenya,2020,"37.883331, 0.283333",Restoration & Rewilding,,Exclosure ,,Enclosure 17 years (all hebivores > 2 kg exluded) - site 3,10-15,633,,,,,,3,10,100,1999,2017,216,,10-15,633,,,,,,3.00,10,100,1999,2017,216,,,,12.9,0.7,,,,,,,,,,,,,,,,3.6,38.71,,,,Sandy red loam soils,74.3,domestic,,Cattle,Good,Jasper,,,0
Grasses continue to trump trees at soil carbon sequestration following herbivore exclusion in a semiarid African savanna,Kenya,2020,"37.883331, 0.283333",Restoration & Rewilding,,Exclosure ,,Enclosure 17 years (all hebivores > 2 kg exluded) - site 3,25-30,633,,,,,,3,10,100,1999,2017,216,,25-30,633,,,,,,3.00,10,100,1999,2017,216,,,,11.5,0.6,,,,,,,,,,,,,,,,2.8,32.18,,,,Sandy red loam soils,74.3,domestic,,Cattle,Good,Jasper,,,0
Grasses continue to trump trees at soil carbon sequestration following herbivore exclusion in a semiarid African savanna,Kenya,2020,"37.883331, 0.283333",Restoration & Rewilding,,Control,,Adjacent land natural grazing (control) - site 3,0-5,633,,,,,,3,10,100,1999,2017,216,,0-5,633,,,,,,3.00,10,100,1999,2017,216,,,,10.1,0.7,,,,,,,,,,,,,,,,,,,,,Sandy red loam soils,74.3,domestic,,Cattle,Good,Jasper,,,0
